exam_type,subject,topic,difficulty,question,a,b,c,d,answer
CPA,MAS,Capital Budgeting,Hard,"[MAS-1] Price PHP 225, variable PHP 174, fixed PHP 360,990.00, target profit PHP 150,115.00. Required units?","11,023.83","9,520.59","10,021.67","10,522.75",C
CPA,MAS,Variance Analysis,Hard,"[MAS-2] Price PHP 774, variable PHP 542, fixed PHP 529,728.00, target profit PHP 150,379.00. Required units?","2,931.50","3,224.66","2,784.92","3,078.08",A
CPA,MAS,Transfer Pricing,Hard,"[MAS-3] Price PHP 270, variable PHP 104, fixed PHP 107,029.00, target profit PHP 6,803.00. Required units?",651.44,685.73,720.02,754.31,B
CPA,MAS,Budgeting,Hard,"[MAS-4] Price PHP 210, variable PHP 112, fixed PHP 893,891.00, target profit PHP 133,544.00. Required units?","9,959.83","11,532.43","10,484.03","11,008.23",C
CPA,MAS,Capital Budgeting,Hard,"[MAS-5] Price PHP 197, variable PHP 101, fixed PHP 758,990.00, target profit PHP 241,370.00. Required units?","10,420.42","11,462.46","9,899.40","10,941.44",A
CPA,MAS,Budgeting,Hard,"[MAS-6] Price PHP 499, variable PHP 185, fixed PHP 622,467.00, target profit PHP 135,390.00. Required units?","2,654.92","2,534.24","2,292.88","2,413.56",D
CPA,MAS,CVP,Hard,"[MAS-7] Price PHP 336, variable PHP 160, fixed PHP 379,371.00, target profit PHP 56,963.00. Required units?","2,479.17","2,355.21","2,603.13","2,727.09",A
CPA,MAS,Budgeting,Hard,"[MAS-8] Price PHP 615, variable PHP 287, fixed PHP 384,580.00, target profit PHP 55,058.00. Required units?","1,273.34","1,474.40","1,340.36","1,407.38",C
CPA,MAS,Budgeting,Hard,"[MAS-9] Price PHP 665, variable PHP 315, fixed PHP 569,426.00, target profit PHP 156,280.00. Required units?","1,969.78","2,280.79","2,177.12","2,073.45",D
CPA,MAS,Variance Analysis,Hard,"[MAS-10] Price PHP 561, variable PHP 200, fixed PHP 896,536.00, target profit PHP 75,994.00. Required units?","2,693.99","2,828.69","2,559.29","2,963.39",A
CPA,MAS,Budgeting,Hard,"[MAS-11] Price PHP 629, variable PHP 158, fixed PHP 772,669.00, target profit PHP 91,994.00. Required units?","1,927.59","2,019.38","1,744.01","1,835.80",D
CPA,MAS,Budgeting,Hard,"[MAS-12] Price PHP 395, variable PHP 145, fixed PHP 276,483.00, target profit PHP 19,082.00. Required units?","1,182.26","1,241.37","1,123.15","1,300.48",A
CPA,MAS,Budgeting,Hard,"[MAS-13] Price PHP 702, variable PHP 303, fixed PHP 718,903.00, target profit PHP 41,191.00. Required units?","2,000.25","1,809.75","1,905.00","2,095.50",C
CPA,MAS,Transfer Pricing,Hard,"[MAS-14] Price PHP 718, variable PHP 186, fixed PHP 224,493.00, target profit PHP 45,059.00. Required units?",506.68,532.01,557.34,481.35,A
CPA,MAS,Budgeting,Hard,"[MAS-15] Price PHP 272, variable PHP 185, fixed PHP 797,095.00, target profit PHP 7,207.00. Required units?","9,707.09","10,169.33","9,244.85","8,782.61",C
CPA,MAS,Variance Analysis,Hard,"[MAS-16] Price PHP 237, variable PHP 152, fixed PHP 408,393.00, target profit PHP 44,851.00. Required units?","5,332.28","5,065.67","5,598.89","5,865.50",A
CPA,MAS,CVP,Hard,"[MAS-17] Price PHP 762, variable PHP 602, fixed PHP 298,597.00, target profit PHP 123,089.00. Required units?","2,635.54","2,767.32","2,503.76","2,899.10",A
CPA,MAS,Capital Budgeting,Hard,"[MAS-18] Price PHP 402, variable PHP 165, fixed PHP 442,098.00, target profit PHP 39,439.00. Required units?","2,234.98","2,133.39","1,930.21","2,031.80",D
CPA,MAS,CVP,Hard,"[MAS-19] Price PHP 444, variable PHP 251, fixed PHP 104,010.00, target profit PHP 224,901.00. Required units?","1,874.62","1,618.99","1,789.41","1,704.20",D
CPA,MAS,Transfer Pricing,Hard,"[MAS-20] Price PHP 473, variable PHP 300, fixed PHP 134,281.00, target profit PHP 217,085.00. Required units?","2,031.02","1,929.47","2,132.57","2,234.12",A
CPA,MAS,Variance Analysis,Hard,"[MAS-21] Price PHP 517, variable PHP 113, fixed PHP 129,319.00, target profit PHP 120,156.00. Required units?",679.27,648.39,617.51,586.63,C
CPA,MAS,Budgeting,Hard,"[MAS-22] Price PHP 736, variable PHP 149, fixed PHP 100,790.00, target profit PHP 29,227.00. Required units?",210.42,243.63,221.49,232.56,C
CPA,MAS,CVP,Hard,"[MAS-23] Price PHP 618, variable PHP 111, fixed PHP 370,364.00, target profit PHP 200,666.00. Required units?","1,069.98","1,126.29","1,238.91","1,182.60",B
CPA,MAS,CVP,Hard,"[MAS-24] Price PHP 519, variable PHP 408, fixed PHP 541,382.00, target profit PHP 16,901.00. Required units?","5,281.06","4,778.10","5,532.54","5,029.58",D
CPA,MAS,Variance Analysis,Hard,"[MAS-25] Price PHP 769, variable PHP 435, fixed PHP 846,796.00, target profit PHP 236,616.00. Required units?","3,243.75","3,568.13","3,405.94","3,081.56",A
CPA,MAS,Capital Budgeting,Hard,"[MAS-26] Price PHP 246, variable PHP 136, fixed PHP 206,912.00, target profit PHP 93,010.00. Required units?","2,862.89","2,726.56","2,999.22","2,590.23",B
CPA,MAS,Budgeting,Hard,"[MAS-27] Price PHP 317, variable PHP 107, fixed PHP 152,088.00, target profit PHP 175,262.00. Required units?","1,714.69","1,558.81","1,636.75","1,480.87",B
CPA,MAS,Transfer Pricing,Hard,"[MAS-28] Price PHP 348, variable PHP 256, fixed PHP 169,484.00, target profit PHP 144,201.00. Required units?","3,750.58","3,239.14","3,580.10","3,409.62",D
CPA,MAS,Budgeting,Hard,"[MAS-29] Price PHP 435, variable PHP 128, fixed PHP 413,347.00, target profit PHP 46,903.00. Required units?","1,574.15","1,499.19","1,424.23","1,649.11",B
CPA,MAS,Transfer Pricing,Hard,"[MAS-30] Price PHP 400, variable PHP 254, fixed PHP 501,018.00, target profit PHP 169,280.00. Required units?","4,591.08","4,820.63","4,361.53","5,050.18",A
CPA,MAS,Variance Analysis,Hard,"[MAS-31] Price PHP 278, variable PHP 196, fixed PHP 650,024.00, target profit PHP 85,582.00. Required units?","8,970.80","8,522.26","9,867.88","9,419.34",A
CPA,MAS,CVP,Hard,"[MAS-32] Price PHP 490, variable PHP 225, fixed PHP 853,707.00, target profit PHP 133,249.00. Required units?","3,724.36","3,910.58","4,096.80","3,538.14",A
CPA,MAS,Capital Budgeting,Hard,"[MAS-33] Price PHP 800, variable PHP 603, fixed PHP 147,388.00, target profit PHP 192,072.00. Required units?","1,723.15","1,895.47","1,809.31","1,636.99",A
CPA,MAS,Variance Analysis,Hard,"[MAS-34] Price PHP 627, variable PHP 473, fixed PHP 244,415.00, target profit PHP 197,951.00. Required units?","2,872.51","3,159.77","2,728.88","3,016.14",A
CPA,MAS,Capital Budgeting,Hard,"[MAS-35] Price PHP 510, variable PHP 312, fixed PHP 179,548.00, target profit PHP 136,522.00. Required units?","1,516.49","1,596.31","1,755.95","1,676.13",B
CPA,MAS,Variance Analysis,Hard,"[MAS-36] Price PHP 532, variable PHP 294, fixed PHP 185,338.00, target profit PHP 56,745.00. Required units?",966.30,"1,017.16","1,068.02","1,118.88",B
CPA,MAS,Budgeting,Hard,"[MAS-37] Price PHP 600, variable PHP 389, fixed PHP 834,820.00, target profit PHP 75,138.00. Required units?","4,312.60","4,528.23","4,096.97","4,743.86",A
CPA,MAS,Variance Analysis,Hard,"[MAS-38] Price PHP 733, variable PHP 426, fixed PHP 226,473.00, target profit PHP 169,488.00. Required units?","1,418.76","1,225.29","1,289.78","1,354.27",C
CPA,MAS,Variance Analysis,Hard,"[MAS-39] Price PHP 657, variable PHP 403, fixed PHP 185,521.00, target profit PHP 241,901.00. Required units?","1,851.04","1,682.76","1,598.62","1,766.90",B
CPA,MAS,Capital Budgeting,Hard,"[MAS-40] Price PHP 683, variable PHP 230, fixed PHP 582,570.00, target profit PHP 118,259.00. Required units?","1,469.73","1,624.43","1,547.08","1,701.78",C
CPA,MAS,Variance Analysis,Hard,"[MAS-41] Price PHP 760, variable PHP 164, fixed PHP 663,719.00, target profit PHP 2,904.00. Required units?","1,230.33","1,174.41","1,118.49","1,062.57",C
CPA,MAS,Variance Analysis,Hard,"[MAS-42] Price PHP 249, variable PHP 195, fixed PHP 341,721.00, target profit PHP 170,724.00. Required units?","10,438.70","9,015.23","9,964.21","9,489.72",D
CPA,MAS,Budgeting,Hard,"[MAS-43] Price PHP 613, variable PHP 206, fixed PHP 209,793.00, target profit PHP 70,908.00. Required units?",689.68,758.64,724.16,655.20,A
CPA,MAS,Capital Budgeting,Hard,"[MAS-44] Price PHP 293, variable PHP 220, fixed PHP 163,440.00, target profit PHP 191,220.00. Required units?","4,858.36","5,344.20","5,101.28","4,615.44",A
CPA,MAS,Variance Analysis,Hard,"[MAS-45] Price PHP 724, variable PHP 147, fixed PHP 620,052.00, target profit PHP 38,116.00. Required units?","1,140.67","1,083.64","1,197.70","1,254.73",A
CPA,MAS,CVP,Hard,"[MAS-46] Price PHP 259, variable PHP 111, fixed PHP 253,757.00, target profit PHP 234,998.00. Required units?","3,302.40","3,632.64","3,137.28","3,467.52",A
CPA,MAS,Variance Analysis,Hard,"[MAS-47] Price PHP 741, variable PHP 262, fixed PHP 234,550.00, target profit PHP 175,397.00. Required units?",813.05,898.63,941.42,855.84,D
CPA,MAS,Capital Budgeting,Hard,"[MAS-48] Price PHP 657, variable PHP 480, fixed PHP 744,889.00, target profit PHP 210,721.00. Required units?","5,938.83","5,128.98","5,668.88","5,398.93",D
CPA,MAS,Variance Analysis,Hard,"[MAS-49] Price PHP 709, variable PHP 352, fixed PHP 617,623.00, target profit PHP 134,129.00. Required units?","2,211.04","2,105.75","2,000.46","2,316.33",B
CPA,MAS,Variance Analysis,Hard,"[MAS-50] Price PHP 681, variable PHP 394, fixed PHP 580,661.00, target profit PHP 141,822.00. Required units?","2,517.36","2,769.10","2,643.23","2,391.49",A
CPA,MAS,Variance Analysis,Hard,"[MAS-51] Price PHP 601, variable PHP 309, fixed PHP 112,040.00, target profit PHP 196,096.00. Required units?","1,160.78","1,055.26","1,108.02","1,002.50",B
CPA,MAS,Transfer Pricing,Hard,"[MAS-52] Price PHP 600, variable PHP 340, fixed PHP 161,696.00, target profit PHP 141,740.00. Required units?","1,167.06","1,225.41","1,108.71","1,283.76",A
CPA,MAS,Budgeting,Hard,"[MAS-53] Price PHP 372, variable PHP 107, fixed PHP 510,808.00, target profit PHP 234,005.00. Required units?","2,810.62","3,091.68","2,951.15","2,670.09",A
CPA,MAS,Transfer Pricing,Hard,"[MAS-54] Price PHP 249, variable PHP 152, fixed PHP 574,738.00, target profit PHP 68,257.00. Required units?","6,628.81","6,297.37","7,291.69","6,960.25",A
CPA,MAS,CVP,Hard,"[MAS-55] Price PHP 223, variable PHP 115, fixed PHP 245,647.00, target profit PHP 3,427.00. Required units?","2,190.93","2,536.86","2,421.55","2,306.24",D
CPA,MAS,Variance Analysis,Hard,"[MAS-56] Price PHP 321, variable PHP 247, fixed PHP 157,288.00, target profit PHP 53,607.00. Required units?","2,707.43","2,849.93","2,992.43","3,134.93",B
CPA,MAS,Capital Budgeting,Hard,"[MAS-57] Price PHP 500, variable PHP 361, fixed PHP 144,501.00, target profit PHP 124,581.00. Required units?","1,935.84","2,032.63","1,839.05","2,129.42",A
CPA,MAS,CVP,Hard,"[MAS-58] Price PHP 489, variable PHP 270, fixed PHP 598,092.00, target profit PHP 153,826.00. Required units?","3,261.75","3,605.09","3,776.76","3,433.42",D
CPA,MAS,Transfer Pricing,Hard,"[MAS-59] Price PHP 776, variable PHP 273, fixed PHP 740,991.00, target profit PHP 56,052.00. Required units?","1,505.35","1,743.04","1,584.58","1,663.81",C
CPA,MAS,Variance Analysis,Hard,"[MAS-60] Price PHP 271, variable PHP 212, fixed PHP 605,414.00, target profit PHP 228,640.00. Required units?","15,550.17","14,843.34","14,136.51","13,429.68",C
CPA,MAS,Variance Analysis,Hard,"[MAS-61] Price PHP 396, variable PHP 171, fixed PHP 225,167.00, target profit PHP 31,089.00. Required units?","1,138.92","1,081.97","1,252.82","1,195.87",A
CPA,MAS,Variance Analysis,Hard,"[MAS-62] Price PHP 373, variable PHP 193, fixed PHP 524,240.00, target profit PHP 125,975.00. Required units?","3,431.69","3,792.93","3,612.31","3,973.55",C
CPA,MAS,CVP,Hard,"[MAS-63] Price PHP 658, variable PHP 190, fixed PHP 244,928.00, target profit PHP 58,721.00. Required units?",648.82,616.38,713.70,681.26,A
CPA,MAS,CVP,Hard,"[MAS-64] Price PHP 319, variable PHP 230, fixed PHP 611,681.00, target profit PHP 125,486.00. Required units?","7,868.64","9,111.06","8,282.78","8,696.92",C
CPA,MAS,Budgeting,Hard,"[MAS-65] Price PHP 457, variable PHP 218, fixed PHP 114,317.00, target profit PHP 77,535.00. Required units?",883.01,842.87,762.59,802.73,D
CPA,MAS,Variance Analysis,Hard,"[MAS-66] Price PHP 465, variable PHP 178, fixed PHP 645,180.00, target profit PHP 41,896.00. Required units?","2,274.29","2,633.39","2,393.99","2,513.69",C
CPA,MAS,CVP,Hard,"[MAS-67] Price PHP 396, variable PHP 140, fixed PHP 453,145.00, target profit PHP 151,111.00. Required units?","2,596.42","2,360.38","2,242.36","2,478.40",B
CPA,MAS,Variance Analysis,Hard,"[MAS-68] Price PHP 476, variable PHP 260, fixed PHP 597,624.00, target profit PHP 74,042.00. Required units?","3,420.52","2,954.08","3,265.04","3,109.56",D
CPA,MAS,CVP,Hard,"[MAS-69] Price PHP 584, variable PHP 176, fixed PHP 782,064.00, target profit PHP 123,568.00. Required units?","2,108.71","2,219.69","2,441.65","2,330.67",B
CPA,MAS,Capital Budgeting,Hard,"[MAS-70] Price PHP 204, variable PHP 128, fixed PHP 765,957.00, target profit PHP 37,416.00. Required units?","11,099.24","11,627.78","10,570.70","10,042.16",C
CPA,MAS,Transfer Pricing,Medium,"[MAS-71] Price PHP 577, variable PHP 182, fixed PHP 512,696.00, target profit PHP 237,185.00. Required units?","1,993.35","1,898.43","2,088.27","1,803.51",B
CPA,MAS,Capital Budgeting,Medium,"[MAS-72] Price PHP 547, variable PHP 403, fixed PHP 162,205.00, target profit PHP 46,449.00. Required units?","1,376.54","1,521.44","1,593.89","1,448.99",D
CPA,MAS,Transfer Pricing,Medium,"[MAS-73] Price PHP 329, variable PHP 228, fixed PHP 517,221.00, target profit PHP 92,784.00. Required units?","6,643.61","6,039.65","6,341.63","5,737.67",B
CPA,MAS,Transfer Pricing,Medium,"[MAS-74] Price PHP 511, variable PHP 267, fixed PHP 197,853.00, target profit PHP 214,461.00. Required units?","1,858.79","1,605.32","1,689.81","1,774.30",C
CPA,MAS,Capital Budgeting,Medium,"[MAS-75] Price PHP 217, variable PHP 147, fixed PHP 171,592.00, target profit PHP 81,820.00. Required units?","3,620.17","3,982.19","3,801.18","3,439.16",A
CPA,MAS,Budgeting,Medium,"[MAS-76] Price PHP 640, variable PHP 482, fixed PHP 287,257.00, target profit PHP 184,027.00. Required units?","2,833.67","2,982.81","3,281.09","3,131.95",B
CPA,MAS,Variance Analysis,Medium,"[MAS-77] Price PHP 229, variable PHP 111, fixed PHP 256,466.00, target profit PHP 104,850.00. Required units?","3,215.10","3,062.00","3,368.20","2,908.90",B
CPA,MAS,Budgeting,Medium,"[MAS-78] Price PHP 711, variable PHP 391, fixed PHP 647,505.00, target profit PHP 44,865.00. Required units?","2,163.66","2,380.02","2,055.48","2,271.84",A
CPA,MAS,Transfer Pricing,Medium,"[MAS-79] Price PHP 393, variable PHP 90, fixed PHP 457,024.00, target profit PHP 221,521.00. Required units?","2,463.36","2,351.39","2,127.45","2,239.42",D
CPA,MAS,Capital Budgeting,Medium,"[MAS-80] Price PHP 297, variable PHP 122, fixed PHP 249,793.00, target profit PHP 212,326.00. Required units?","2,904.74","2,640.68","2,772.71","2,508.65",B
CPA,MAS,Budgeting,Medium,"[MAS-81] Price PHP 517, variable PHP 249, fixed PHP 686,528.00, target profit PHP 218,938.00. Required units?","3,378.60","3,716.46","3,547.53","3,209.67",A
CPA,MAS,CVP,Medium,"[MAS-82] Price PHP 455, variable PHP 247, fixed PHP 793,396.00, target profit PHP 91,739.00. Required units?","4,255.46","4,468.23","4,681.00","4,042.69",A
CPA,MAS,Budgeting,Medium,"[MAS-83] Price PHP 374, variable PHP 278, fixed PHP 738,299.00, target profit PHP 223,968.00. Required units?","9,522.43","11,025.97","10,524.79","10,023.61",D
CPA,MAS,Budgeting,Medium,"[MAS-84] Price PHP 378, variable PHP 272, fixed PHP 526,618.00, target profit PHP 23,910.00. Required units?","5,453.34","4,933.98","5,193.66","5,713.02",C
CPA,MAS,Capital Budgeting,Medium,"[MAS-85] Price PHP 432, variable PHP 319, fixed PHP 482,021.00, target profit PHP 37,529.00. Required units?","5,057.57","4,367.90","4,827.68","4,597.79",D
CPA,MAS,Variance Analysis,Medium,"[MAS-86] Price PHP 714, variable PHP 480, fixed PHP 526,824.00, target profit PHP 13,723.00. Required units?","2,425.53","2,541.03","2,194.53","2,310.03",D
CPA,MAS,Variance Analysis,Medium,"[MAS-87] Price PHP 664, variable PHP 297, fixed PHP 219,573.00, target profit PHP 38,109.00. Required units?",772.35,702.13,667.02,737.24,B
CPA,MAS,Budgeting,Medium,"[MAS-88] Price PHP 531, variable PHP 332, fixed PHP 441,848.00, target profit PHP 181,169.00. Required units?","2,974.20","3,287.28","3,130.74","3,443.82",C
CPA,MAS,Transfer Pricing,Medium,"[MAS-89] Price PHP 376, variable PHP 96, fixed PHP 625,037.00, target profit PHP 2,109.00. Required units?","2,463.79","2,351.80","2,127.82","2,239.81",D
CPA,MAS,Budgeting,Medium,"[MAS-90] Price PHP 340, variable PHP 204, fixed PHP 589,787.00, target profit PHP 59,309.00. Required units?","4,772.76","4,534.12","5,011.40","5,250.04",A
CPA,MAS,Variance Analysis,Easy,"[MAS-91] Price PHP 515, variable PHP 171, fixed PHP 617,559.00, target profit PHP 0.00. Required units?","1,705.47","1,795.23","1,974.75","1,884.99",B
CPA,MAS,CVP,Easy,"[MAS-92] Price PHP 453, variable PHP 195, fixed PHP 225,238.00, target profit PHP 0.00. Required units?",916.67,873.02,960.32,829.37,B
CPA,MAS,CVP,Easy,"[MAS-93] Price PHP 681, variable PHP 170, fixed PHP 524,984.00, target profit PHP 0.00. Required units?","1,078.74","1,027.37","1,130.11",976.00,B
CPA,MAS,Variance Analysis,Easy,"[MAS-94] Price PHP 352, variable PHP 175, fixed PHP 207,438.00, target profit PHP 0.00. Required units?","1,113.37","1,289.17","1,171.97","1,230.57",C
CPA,MAS,Capital Budgeting,Easy,"[MAS-95] Price PHP 526, variable PHP 337, fixed PHP 518,289.00, target profit PHP 0.00. Required units?","2,879.38","2,742.27","3,016.49","2,605.16",B
CPA,MAS,Transfer Pricing,Easy,"[MAS-96] Price PHP 596, variable PHP 100, fixed PHP 481,209.00, target profit PHP 0.00. Required units?","1,067.20","1,018.69",921.67,970.18,D
CPA,MAS,Budgeting,Easy,"[MAS-97] Price PHP 732, variable PHP 489, fixed PHP 704,202.00, target profit PHP 0.00. Required units?","3,187.75","2,753.05","2,897.95","3,042.85",C
CPA,MAS,Transfer Pricing,Easy,"[MAS-98] Price PHP 637, variable PHP 333, fixed PHP 138,969.00, target profit PHP 0.00. Required units?",479.99,434.27,502.85,457.13,D
CPA,MAS,CVP,Easy,"[MAS-99] Price PHP 639, variable PHP 265, fixed PHP 623,112.00, target profit PHP 0.00. Required units?","1,749.37","1,582.77","1,666.07","1,832.67",C
CPA,MAS,Capital Budgeting,Easy,"[MAS-100] Price PHP 584, variable PHP 394, fixed PHP 496,702.00, target profit PHP 0.00. Required units?","2,614.22","2,483.51","2,744.93","2,875.64",A
CPA,RFBT,Partnership,Hard,[RFBT-1] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,General partners are jointly and subsidiarily liable.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Partnership,Hard,[RFBT-2] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Corporation Law,Hard,[RFBT-3] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Insurance,Hard,[RFBT-4] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,B
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-5] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Partnership,Hard,[RFBT-6] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Corporate powers are exercised by the board as a body.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Contracts,Hard,[RFBT-7] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Corporation Law,Hard,[RFBT-8] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,B
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-9] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,"Consent, object, and cause are essential requisites of a contract.",D
CPA,RFBT,Contracts,Hard,[RFBT-10] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,General partners are jointly and subsidiarily liable.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Partnership,Hard,[RFBT-11] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,D
CPA,RFBT,Corporation Law,Hard,[RFBT-12] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Corporate powers are exercised by the board as a body.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-13] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Contracts,Hard,[RFBT-14] Which statement is legally correct under Philippine commercial laws?,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A
CPA,RFBT,Corporation Law,Hard,[RFBT-15] Which statement is legally correct under Philippine commercial laws?,General partners are jointly and subsidiarily liable.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A
CPA,RFBT,Contracts,Hard,[RFBT-16] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Insurance,Hard,[RFBT-17] Which statement is legally correct under Philippine commercial laws?,"Consent, object, and cause are essential requisites of a contract.",Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,A
CPA,RFBT,Insurance,Hard,[RFBT-18] Which statement is legally correct under Philippine commercial laws?,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Insurance,Hard,[RFBT-19] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,"Consent, object, and cause are essential requisites of a contract.",D
CPA,RFBT,Insurance,Hard,[RFBT-20] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,Only oral agreements are enforceable in commercial transactions.,B
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-21] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,A negotiable instrument must contain an unconditional promise or order to pay.,All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-22] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,B
CPA,RFBT,Insurance,Hard,[RFBT-23] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-24] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,D
CPA,RFBT,Partnership,Hard,[RFBT-25] Which statement is legally correct under Philippine commercial laws?,All corporate acts require unanimous stockholder approval.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,Corporate powers are exercised by the board as a body.,D
CPA,RFBT,Corporation Law,Hard,[RFBT-26] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Contracts,Hard,[RFBT-27] Which statement is legally correct under Philippine commercial laws?,General partners are jointly and subsidiarily liable.,Negotiable instruments do not require signatures.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A
CPA,RFBT,Insurance,Hard,[RFBT-28] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,Negotiable instruments do not require signatures.,C
CPA,RFBT,Negotiable Instruments,Hard,[RFBT-29] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,"Consent, object, and cause are essential requisites of a contract.",All corporate acts require unanimous stockholder approval.,C
CPA,RFBT,Partnership,Hard,[RFBT-30] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,"Consent, object, and cause are essential requisites of a contract.",Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Partnership,Hard,[RFBT-31] Which statement is legally correct under Philippine commercial laws?,Negotiable instruments do not require signatures.,A negotiable instrument must contain an unconditional promise or order to pay.,Only oral agreements are enforceable in commercial transactions.,All corporate acts require unanimous stockholder approval.,B
CPA,RFBT,Partnership,Hard,[RFBT-32] Which statement is legally correct under Philippine commercial laws?,Only oral agreements are enforceable in commercial transactions.,Negotiable instruments do not require signatures.,All corporate acts require unanimous stockholder approval.,A negotiable instrument must contain an unconditional promise or order to pay.,D
